Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2023-09-15,94.27,94.27,94.27,94.27
2023-09-18,94.55,94.55,94.55,94.55
2023-09-19,94.55,94.55,94.55,94.55
2023-09-20,93.17,93.17,93.17,93.17
2023-09-21,93.3,93.3,93.3,93.3
2023-09-22,93.75,93.75,93.75,93.75
2023-09-25,93.36,93.36,93.36,93.36
2023-09-26,94.09,94.09,94.09,94.09
2023-09-27,96.65,96.65,96.65,96.65
2023-09-28,95.14,95.14,95.14,95.14
2023-09-29,95.31,95.31,95.31,95.31
2023-10-02,90.5,90.5,90.5,90.5
2023-10-03,91.06,91.06,91.06,91.06
2023-10-04,85.99,85.99,85.99,85.99
2023-10-05,84.25,84.25,84.25,84.25
2023-10-06,84.25,84.25,84.25,84.25
2023-10-09,88.26,88.26,88.26,88.26
2023-10-10,87.72,87.72,87.72,87.72
2023-10-11,85.51,85.51,85.51,85.51
2023-10-12,86.25,86.25,86.25,86.25
2023-10-13,90.9,90.9,90.9,90.9
2023-10-16,90.17,90.17,90.17,90.17
2023-10-17,89.99,89.99,89.99,89.99
2023-10-18,91.52,91.52,91.52,91.52
2023-10-19,92.4,92.4,92.4,92.4
2023-10-20,92.14,92.14,92.14,92.14
2023-10-23,89.84,89.84,89.84,89.84
2023-10-24,88.16,88.16,88.16,88.16
2023-10-25,90.16,90.16,90.16,90.16
2023-10-26,87.9,87.9,87.9,87.9
2023-10-27,90.38,90.38,90.38,90.38
2023-10-30,87.65,87.65,87.65,87.65
2023-10-31,85.05,85.05,85.05,85.05
2023-11-01,84.62,84.62,84.62,84.62
2023-11-02,86.83,86.83,86.83,86.83
2023-11-03,84.91,84.91,84.91,84.91
2023-11-06,85.29,85.29,85.29,85.29
2023-11-07,81.61,81.61,81.61,81.61
2023-11-08,79.48,79.48,79.48,79.48
2023-11-09,80,80,80,80
2023-11-10,81.46,81.46,81.46,81.46
2023-11-13,82.49,82.49,82.49,82.49
2023-11-14,82.51,82.51,82.51,82.51
2023-11-15,81.08,81.08,81.08,81.08
2023-11-16,77.45,77.45,77.45,77.45
2023-11-17,80.61,80.61,80.61,80.61
2023-11-20,82.35,82.35,82.35,82.35
2023-11-21,82.44,82.44,82.44,82.44
2023-11-22,82,82,82,82
2023-11-23,81.28,81.28,81.28,81.28
2023-11-24,80.23,80.23,80.23,80.23
2023-11-27,79.94,79.94,79.94,79.94
2023-11-28,81.71,81.71,81.71,81.71
2023-11-29,83.03,83.03,83.03,83.03
2023-11-30,80.93,80.93,80.93,80.93
2023-12-01,78.86,78.86,78.86,78.86
2023-12-04,78.02,78.02,78.02,78.02
2023-12-05,77.16,77.16,77.16,77.16
2023-12-06,74.26,74.26,74.26,74.26
2023-12-07,74.05,74.05,74.05,74.05
2023-12-08,75.74,75.74,75.74,75.74
2023-12-11,76.01,76.01,76.01,76.01
2023-12-12,73.23,73.23,73.23,73.23
2023-12-13,74.25,74.25,74.25,74.25
2023-12-14,76.58,76.58,76.58,76.58
2023-12-15,76.54,76.54,76.54,76.54
2023-12-18,77.95,77.95,77.95,77.95
2023-12-19,79.22,79.22,79.22,79.22
2023-12-20,79.7,79.7,79.7,79.7
2023-12-21,79.38,79.38,79.38,79.38
2023-12-22,79.14,79.14,79.14,79.14
2023-12-26,81.09,81.09,81.09,81.09
2023-12-27,79.58,79.58,79.58,79.58
2023-12-28,77.15,77.15,77.15,77.15
2023-12-29,77.08,77.08,77.08,77.08
2024-01-02,75.9,75.9,75.9,75.9
2024-01-03,78.25,78.25,78.25,78.25
2024-01-04,77.54,77.54,77.54,77.54
2024-01-05,78.7,78.7,78.7,78.7
2024-01-08,76.17,76.17,76.17,76.17
2024-01-09,77.55,77.55,77.55,77.55
2024-01-10,76.76,76.76,76.76,76.76
2024-01-11,77.3,77.3,77.3,77.3
2024-01-12,78.29,78.29,78.29,78.29
2024-01-15,78.14,78.14,78.14,78.14
2024-01-16,78.28,78.28,78.28,78.28
2024-01-17,77.88,77.88,77.88,77.88
2024-01-18,79.12,79.12,79.12,79.12
2024-01-19,78.6,78.6,78.6,78.6
2024-01-22,80.06,80.06,80.06,80.06
2024-01-23,79.55,79.55,79.55,79.55
2024-01-24,80.02,80.02,80.02,80.02
2024-01-25,82.42,82.42,82.42,82.42
2024-01-26,83.55,83.55,83.55,83.55
2024-01-29,82.43,82.43,82.43,82.43
2024-01-30,82.89,82.89,82.89,82.89
2024-01-31,80.53,80.53,80.53,80.53
2024-02-01,78.77,78.77,78.77,78.77
2024-02-02,77.33,77.33,77.33,77.33
2024-02-05,77.98,77.98,77.98,77.98
2024-02-06,78.65,78.65,78.65,78.65
2024-02-07,79.17,79.17,79.17,79.17
2024-02-08,81.64,81.64,81.64,81.64
2024-02-09,82.19,82.19,82.19,82.19
2024-02-12,81.97,81.97,81.97,81.97
2024-02-13,82.75,82.75,82.75,82.75
2024-02-14,81.61,81.61,81.61,81.61
2024-02-15,82.87,82.87,82.87,82.87
2024-02-16,83.47,83.47,83.47,83.47
2024-02-19,83.29,83.29,83.29,83.29
2024-02-20,82.37,82.37,82.37,82.37
2024-02-21,82.99,82.99,82.99,82.99
2024-02-22,83.67,83.67,83.67,83.67
2024-02-23,81.62,81.62,81.62,81.62
2024-02-26,82.52,82.52,82.52,82.52
2024-02-27,83.61,83.61,83.61,83.61
2024-02-28,83.42,83.42,83.42,83.42
2024-02-29,81.95,81.95,81.95,81.95
2024-03-01,83.54,83.54,83.54,83.54
2024-03-04,82.78,82.78,82.78,82.78
2024-03-05,82.06,82.06,82.06,82.06
2024-03-06,82.96,82.96,82.96,82.96
2024-03-07,82.89,82.89,82.89,82.89
2024-03-08,82.1,82.1,82.1,82.1
2024-03-11,82.21,82.21,82.21,82.21
2024-03-12,81.93,81.93,81.93,81.93
2024-03-13,84.03,84.03,84.03,84.03
2024-03-14,85.41,85.41,85.41,85.41
2024-03-15,85.28,85.28,85.28,85.28
2024-03-18,86.9,86.9,86.9,86.9
2024-03-19,87.36,87.36,87.36,87.36
2024-03-20,85.97,85.97,85.97,85.97
2024-03-21,85.78,85.78,85.78,85.78
2024-03-22,85.44,85.44,85.44,85.44
